FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200522;0000;;;31;
200523;0000;;;41;
200524;0000;;;40;
200525;0000;;;31;
200526;0000;;;22;
200527;0000;;;34;
200528;0000;;;26;
200529;0000;;;40;
200530;0000;;;46;
200531;0000;;;39;
200601;0000;;;34;
200602;0000;;;35;
200603;0000;;;14;
200604;0000;;;30;
200605;0000;;;37;
200606;0000;;;64;
200607;0000;;;49;
200608;0000;;;35;
200609;0000;;;45;
200610;0000;;;35;
200611;0000;;;20;
200612;0000;;;19;
200613;0000;;;54;
200614;0000;;;34;
200615;0000;;;14;
200616;0000;;;18;
200617;0000;;;23;
200618;0000;;;31;
200619;0000;;;20;
200620;0000;;;30;
200621;0000;;;35;
200622;0000;;;27;
200623;0000;;;16;
200624;0000;;;29;
200625;0000;;;28;
200626;0000;;;39;
200627;0000;;;46;
200628;0000;;;23;
200629;0000;;;17;
200630;0000;;;18;
200701;0000;;;24;
200702;0000;;;33;
200703;0000;;;38;
200704;0000;;;16;
200705;0000;;;15;
200706;0000;;;23;
200707;0000;;;24;
200708;0000;;;24;
200709;0000;;;27;
200710;0000;;;36;
200711;0000;;;41;
200712;0000;;;46;
200713;0000;;;58;
200714;0000;;;36;
200715;0000;;;24;
200716;0000;;;31;
200717;0000;;;15;
200718;0000;;;14;
200719;0000;;;21;
200720;0000;;;15;
200721;0000;;;16;
200722;0000;;;23;
200723;0000;;;23;
200724;0000;;;26;
200725;0000;;;26;
200726;0000;;;28;
200727;0000;;;21;
200728;0000;;;36;
200729;0000;;;35;
200730;0000;;;22;
200731;0000;;;30;
200801;0000;;;34;
200802;0000;;;29;
200803;0000;;;25;
200804;0000;;;33;
200805;0000;;;17;
200806;0000;;;22;
200807;0000;;;44;
200808;0000;;;41;
200809;0000;;;17;
200810;0000;;;18;
200811;0000;;;21;
200812;0000;;;37;
200813;0000;;;32;
200814;0000;;;19;
200815;0000;;;32;
200816;0000;;;40;
200817;0000;;;31;
200818;0000;;;28;
200819;0000;;;29;
200820;0000;;;49;
200821;0000;;;37;
200822;0000;;;27;
200823;0000;;;11;
200824;0000;;;14;
200825;0000;;;13;
200826;0000;;;24;
200827;0000;;;26;
200828;0000;;;23;
200829;0000;;;19;
200830;0000;;;29;
200831;0000;;;24;
200901;0000;;;18;
200902;0000;;;19;
200903;0000;;;20;
200904;0000;;;21;
200905;0000;;;20;
200906;0000;;;25;
200907;0000;;;21;
200908;0000;;;18;
200909;0000;;;17;
200910;0000;;;17;
200911;0000;;;18;
200912;0000;;;21;
200913;0000;;;23;
200914;0000;;;29;
200915;0000;;;20;
200916;0000;;;22;
200917;0000;;;21;
200918;0000;;;26;
200919;0000;;;25;
200920;0000;;;16;
200921;0000;;;20;
200922;0000;;;25;
200923;0000;;;26;
200924;0000;;;19;
200925;0000;;;13;
200926;0000;;;17;
200927;0000;;;22;
200928;0000;;;24;
200929;0000;;;9;
200930;0000;;;12;
201001;0000;;;13;
201002;0000;;;13;
201003;0000;;;10;
201004;0000;;;12;
201005;0000;;;16;
201006;0000;;;12;
201007;0000;;;19;
201008;0000;;;21;
201009;0000;;;22;
201010;0000;;;18;
201011;0000;;;22;
201012;0000;;;21;
201013;0000;;;22;
201014;0000;;;11;
201015;0000;;;17;
201016;0000;;;7;
201017;0000;;;17;
201018;0000;;;17;
201019;0000;;;19;
201020;0000;;;18;
201021;0000;;;17;
201022;0000;;;19;
201023;0000;;;18;
201024;0000;;;12;
201025;0000;;;11;
201026;0000;;;20;
201027;0000;;;9;
201028;0000;;;14;
201029;0000;;;22;
201030;0000;;;21;
201031;0000;;;16;
201101;0000;;;12;
201102;0000;;;16;
201103;0000;;;15;
201104;0000;;;9;
201105;0000;;;19;
201106;0000;;;22;
201107;0000;;;20;
201108;0000;;;13;
201109;0000;;;14;
201110;0000;;;13;
201111;0000;;;9;
201112;0000;;;10;
201113;0000;;;6;
201114;0000;;;11;
201115;0000;;;17;
201116;0000;;;15;
201117;0000;;;12;
201118;0000;;;9;
201119;0000;;;6;
201120;0000;;;7;
201121;0000;;;7;
201122;0000;;;10;
201123;0000;;;9;
201124;0000;;;11;
201125;0000;;;15;
201126;0000;;;20;
201127;0000;;;16;
201128;0000;;;9;
201129;0000;;;13;
201130;0000;;;18;
201201;0000;;;16;
201202;0000;;;10;
201203;0000;;;19;
201204;0000;;;19;
201205;0000;;;17;
201206;0000;;;15;
201207;0000;;;11;
201208;0000;;;11;
201209;0000;;;16;
201210;0000;;;13;
201211;0000;;;15;
201212;0000;;;17;
201213;0000;;;17;
201214;0000;;;18;
201215;0000;;;13;
201216;0000;;;19;
201217;0000;;;14;
201218;0000;;;8;
201219;0000;;;9;
201220;0000;;;11;
201221;0000;;;15;
201222;0000;;;12;
201223;0000;;;10;
201224;0000;;;12;
201225;0000;;;15;
201226;0000;;;8;
201227;0000;;;5;
201228;0000;;;9;
201229;0000;;;8;
201230;0000;;;13;
201231;0000;;;21;
210101;0000;;;14;
210102;0000;;;12;
210103;0000;;;13;
210104;0000;;;19;
210105;0000;;;17;
210106;0000;;;18;
210107;0000;;;17;
210108;0000;;;13;
210109;0000;;;14;
210110;0000;;;10;
210111;0000;;;15;
210112;0000;;;19;
210113;0000;;;18;
210114;0000;;;15;
210115;0000;;;19;
210116;0000;;;17;
210117;0000;;;21;
210118;0000;;;12;
210119;0000;;;13;
210120;0000;;;12;
210121;0000;;;13;
210122;0000;;;8;
210123;0000;;;9;
210124;0000;;;10;
210125;0000;;;9;
210126;0000;;;15;
210127;0000;;;16;
210128;0000;;;15;
210129;0000;;;11;
210130;0000;;;8;
210131;0000;;;6;
210201;0000;;;11;
210202;0000;;;9;
210203;0000;;;16;
210204;0000;;;14;
210205;0000;;;8;
210206;0000;;;11;
210207;0000;;;11;
210208;0000;;;12;
210209;0000;;;12;
210210;0000;;;8;
210211;0000;;;6;
210212;0000;;;9;
210213;0000;;;11;
210214;0000;;;11;
210215;0000;;;11;
210216;0000;;;11;
210217;0000;;;12;
210218;0000;;;11;
210219;0000;;;16;
210220;0000;;;20;
210221;0000;;;19;
210222;0000;;;14;
210223;0000;;;16;
210224;0000;;;16;
210225;0000;;;17;
210226;0000;;;12;
210227;0000;;;15;
210228;0000;;;17;
210301;0000;;;11;
210302;0000;;;10;
210303;0000;;;9;
210304;0000;;;12;
210305;0000;;;8;
210306;0000;;;8;
210307;0000;;;14;
210308;0000;;;16;
210309;0000;;;14;
210310;0000;;;12;
210311;0000;;;16;
210312;0000;;;19;
210313;0000;;;13;
210314;0000;;;14;
210315;0000;;;9;
210316;0000;;;10;
210317;0000;;;12;
210318;0000;;;12;
210319;0000;;;10;
210320;0000;;;9;
210321;0000;;;9;
210322;0000;;;12;
210323;0000;;;22;
210324;0000;;;19;
210325;0000;;;14;
210326;0000;;;24;
210327;0000;;;31;
210328;0000;;;20;
210329;0000;;;15;
210330;0000;;;15;
210331;0000;;;23;
210401;0000;;;25;
210402;0000;;;23;
210403;0000;;;25;
210404;0000;;;17;
210405;0000;;;13;
210406;0000;;;10;
210407;0000;;;11;
210408;0000;;;11;
210409;0000;;;13;
210410;0000;;;13;
210411;0000;;;17;
210412;0000;;;17;
210413;0000;;;18;
210414;0000;;;15;
210415;0000;;;25;
210416;0000;;;23;
210417;0000;;;24;
210418;0000;;;22;
210419;0000;;;18;
210420;0000;;;9;
210421;0000;;;12;
210422;0000;;;17;
210423;0000;;;15;
210424;0000;;;27;
210425;0000;;;33;
210426;0000;;;32;
210427;0000;;;26;
210428;0000;;;39;
210429;0000;;;33;
210430;0000;;;21;
210501;0000;;;21;
210502;0000;;;15;
210503;0000;;;13;
210504;0000;;;12;
210505;0000;;;19;
210506;0000;;;25;
210507;0000;;;18;
210508;0000;;;20;
210509;0000;;;21;
210510;0000;;;27;
210511;0000;;;29;
210512;0000;;;36;
210513;0000;;;41;
210514;0000;;;47;
210515;0000;;;78;
210516;0000;;;68;
210517;0000;;;40;
210518;0000;;;22;
210519;0000;;;15;
210520;0000;;;19;
210521;0000;;;14;
210522;0000;;;16;
210523;0000;;;30;
210524;0000;;;25;
210525;0000;;;34;
210526;0000;;;35;
210527;0000;;;27;
210528;0000;;;27;
210529;0000;;;38;
210530;0000;;;33;
210531;0000;;;34;
210601;0000;;;30;
210602;0000;;;30;
210603;0000;;;19;
210604;0000;;;19;
210605;0000;;;29;
210606;0000;;;46;
210607;0000;;;34;
210608;0000;;;28;
210609;0000;;;29;
210610;0000;;;35;
210611;0000;;;59;
210612;0000;;;41;
210613;0000;;;32;
210614;0000;;;26;
210615;0000;;;14;
210616;0000;;;19;
210617;0000;;;25;
210618;0000;;;28;
210619;0000;;;40;
210620;0000;;;36;
210621;0000;;;33;
210622;0000;;;20;
210623;0000;;;13;
210624;0000;;;31;
210625;0000;;;22;
210626;0000;;;18;
210627;0000;;;41;
210628;0000;;;48;
210629;0000;;;44;
210630;0000;;;42;
210701;0000;;;29;
210702;0000;;;40;
210703;0000;;;49;
210704;0000;;;47;
210705;0000;;;37;
210706;0000;;;25;
210707;0000;;;36;
210708;0000;;;45;
210709;0000;;;24;
210710;0000;;;49;
210711;0000;;;41;
210712;0000;;;40;
210713;0000;;;34;
210714;0000;;;36;
210715;0000;;;50;
210716;0000;;;30;
210717;0000;;;48;
210718;0000;;;56;
210719;0000;;;43;
210720;0000;;;40;
210721;0000;;;33;
210722;0000;;;43;
210723;0000;;;33;
210724;0000;;;20;
210725;0000;;;20;
210726;0000;;;14;
210727;0000;;;24;
210728;0000;;;51;
210729;0000;;;51;
210730;0000;;;44;
210731;0000;;;66;
210801;0000;;;62;
210802;0000;;;46;
210803;0000;;;42;
210804;0000;;;28;
210805;0000;;;26;
210806;0000;;;32;
210807;0000;;;28;
210808;0000;;;30;
210809;0000;;;29;
210810;0000;;;34;
210811;0000;;;39;
210812;0000;;;35;
210813;0000;;;55;
210814;0000;;;68;
210815;0000;;;36;
210816;0000;;;13;
210817;0000;;;14;
210818;0000;;;14;
210819;0000;;;18;
210820;0000;;;21;
210821;0000;;;34;
210822;0000;;;32;
210823;0000;;;23;
210824;0000;;;21;
210825;0000;;;17;
210826;0000;;;17;
210827;0000;;;26;
210828;0000;;;25;
210829;0000;;;25;
210830;0000;;;13;
210831;0000;;;13;
210901;0000;;;17;
210902;0000;;;18;
210903;0000;;;18;
210904;0000;;;19;
210905;0000;;;17;
210906;0000;;;14;
210907;0000;;;12;
210908;0000;;;16;
210909;0000;;;23;
210910;0000;;;18;
210911;0000;;;14;
210912;0000;;;15;
210913;0000;;;13;
210914;0000;;;16;
210915;0000;;;25;
210916;0000;;;24;
210917;0000;;;18;
210918;0000;;;18;
210919;0000;;;14;
210920;0000;;;15;
210921;0000;;;15;
210922;0000;;;16;
210923;0000;;;23;
210924;0000;;;20;
210925;0000;;;13;
210926;0000;;;19;
210927;0000;;;23;
210928;0000;;;18;
210929;0000;;;16;
210930;0000;;;11;
211001;0000;;;15;
211002;0000;;;15;
211003;0000;;;25;
211004;0000;;;21;
211005;0000;;;21;
211006;0000;;;21;
211007;0000;;;10;
211008;0000;;;13;
211009;0000;;;17;
211010;0000;;;16;
211011;0000;;;20;
211012;0000;;;10;
211013;0000;;;7;
211014;0000;;;10;
211015;0000;;;15;
211016;0000;;;20;
211017;0000;;;20;
211018;0000;;;19;
211019;0000;;;14;
211020;0000;;;9;
211021;0000;;;12;
211022;0000;;;19;
211023;0000;;;19;
211024;0000;;;22;
211025;0000;;;22;
211026;0000;;;13;
211027;0000;;;10;
211028;0000;;;19;
211029;0000;;;17;
211030;0000;;;20;
211031;0000;;;16;
211101;0000;;;13;
211102;0000;;;15;
211103;0000;;;10;
211104;0000;;;18;
211105;0000;;;27;
211106;0000;;;14;
211107;0000;;;16;
211108;0000;;;16;
211109;0000;;;5;
211110;0000;;;7;
211111;0000;;;12;
211112;0000;;;10;
211113;0000;;;12;
211114;0000;;;18;
211115;0000;;;18;
211116;0000;;;22;
211117;0000;;;17;
211118;0000;;;19;
211119;0000;;;11;
211120;0000;;;9;
211121;0000;;;13;
211122;0000;;;13;
211123;0000;;;7;
211124;0000;;;5;
211125;0000;;;10;
211126;0000;;;7;
211127;0000;;;10;
211128;0000;;;17;
211129;0000;;;16;
211130;0000;;;9;
211201;0000;;;11;
211202;0000;;;14;
211203;0000;;;15;
211204;0000;;;18;
211205;0000;;;16;
211206;0000;;;11;
211207;0000;;;9;
211208;0000;;;13;
211209;0000;;;14;
211210;0000;;;10;
211211;0000;;;7;
211212;0000;;;10;
211213;0000;;;16;
211214;0000;;;10;
211215;0000;;;16;
211216;0000;;;9;
211217;0000;;;10;
211218;0000;;;11;
211219;0000;;;18;
211220;0000;;;16;
211221;0000;;;13;
211222;0000;;;14;
211223;0000;;;10;
211224;0000;;;12;
211225;0000;;;17;
211226;0000;;;18;
211227;0000;;;15;
211228;0000;;;12;
211229;0000;;;9;
211230;0000;;;14;
211231;0000;;;16;
220101;0000;;;17;
220102;0000;;;14;
220103;0000;;;15;
220104;0000;;;13;
220105;0000;;;16;
220106;0000;;;12;
220107;0000;;;13;
220108;0000;;;9;
220109;0000;;;8;
220110;0000;;;11;
220111;0000;;;9;
220112;0000;;;10;
220113;0000;;;8;
220114;0000;;;12;
220115;0000;;;14;
220116;0000;;;9;
220117;0000;;;12;
220118;0000;;;15;
220119;0000;;;15;
220120;0000;;;9;
220121;0000;;;17;
220122;0000;;;9;
220123;0000;;;17;
220124;0000;;;16;
220125;0000;;;11;
220126;0000;;;8;
220127;0000;;;11;
220128;0000;;;11;
220129;0000;;;15;
220130;0000;;;15;
220131;0000;;;16;
220201;0000;;;12;
220202;0000;;;14;
220203;0000;;;12;
220204;0000;;;11;
220205;0000;;;16;
220206;0000;;;17;
220207;0000;;;11;
220208;0000;;;13;
220209;0000;;;14;
220210;0000;;;14;
220211;0000;;;26;
220212;0000;;;30;
220213;0000;;;18;
220214;0000;;;20;
220215;0000;;;13;
220216;0000;;;16;
220217;0000;;;22;
220218;0000;;;23;
220219;0000;;;16;
220220;0000;;;16;
220221;0000;;;12;
220222;0000;;;9;
220223;0000;;;9;
220224;0000;;;13;
220225;0000;;;22;
220226;0000;;;15;
220227;0000;;;13;
220228;0000;;;16;
220301;0000;;;30;
220302;0000;;;22;
220303;0000;;;11;
220304;0000;;;10;
220305;0000;;;20;
220306;0000;;;11;
220307;0000;;;13;
220308;0000;;;13;
220309;0000;;;14;
220310;0000;;;28;
220311;0000;;;26;
220312;0000;;;15;
220313;0000;;;20;
220314;0000;;;21;
220315;0000;;;17;
220316;0000;;;12;
220317;0000;;;;
220318;0000;;;22;
220319;0000;;;34;
220320;0000;;;22;
220321;0000;;;12;
220322;0000;;;17;
220323;0000;;;13;
220324;0000;;;30;
220325;0000;;;31;
220326;0000;;;17;
220327;0000;;;18;
220328;0000;;;17;
220329;0000;;;24;
220330;0000;;;24;
220331;0000;;;30;
220401;0000;;;28;
220402;0000;;;27;
220403;0000;;;25;
220404;0000;;;23;
220405;0000;;;27;
220406;0000;;;20;
220407;0000;;;16;
220408;0000;;;14;
220409;0000;;;15;
220410;0000;;;17;
220411;0000;;;19;
220412;0000;;;20;
220413;0000;;;20;
220414;0000;;;18;
220415;0000;;;16;
220416;0000;;;34;
220417;0000;;;31;
220418;0000;;;29;
220419;0000;;;28;
220420;0000;;;27;
220421;0000;;;26;
220422;0000;;;21;
220423;0000;;;14;
220424;0000;;;8;
220425;0000;;;11;
220426;0000;;;11;
220427;0000;;;10;
220428;0000;;;19;
220429;0000;;;25;
220430;0000;;;25;
220501;0000;;;28;
220502;0000;;;27;
220503;0000;;;31;
220504;0000;;;25;
220505;0000;;;28;
220506;0000;;;51;
220507;0000;;;45;
220508;0000;;;29;
220509;0000;;;30;
220510;0000;;;;
220511;0000;;;29;
220512;0000;;;38;
220513;0000;;;33;
220514;0000;;;40;
220515;0000;;;35;
220516;0000;;;31;
220517;0000;;;40;
220518;0000;;;34;
220519;0000;;;14;
220520;0000;;;13;
220521;0000;;;26;
220522;0000;;;30;
220523;0000;;;25;
220524;0000;;;19;
220525;0000;;;21;
220526;0000;;;26;
220527;0000;;;37;
220528;0000;;;60;
220529;0000;;;48;
220530;0000;;;36;
220531;0000;;;42;
220601;0000;;;25;
220602;0000;;;18;
220603;0000;;;25;
220604;0000;;;18;
220605;0000;;;18;
220606;0000;;;20;
220607;0000;;;31;
220608;0000;;;24;
220609;0000;;;34;
220610;0000;;;50;
220611;0000;;;36;
220612;0000;;;43;
220613;0000;;;44;
220614;0000;;;24;
220615;0000;;;27;
220616;0000;;;19;
220617;0000;;;33;
220618;0000;;;45;
220619;0000;;;47;
220620;0000;;;29;
220621;0000;;;19;
220622;0000;;;17;
220623;0000;;;16;
220624;0000;;;21;
220625;0000;;;24;
220626;0000;;;29;
220627;0000;;;17;
220628;0000;;;16;
220629;0000;;;21;
220630;0000;;;25;
220701;0000;;;16;
220702;0000;;;25;
220703;0000;;;38;
220704;0000;;;32;
220705;0000;;;27;
220706;0000;;;21;
220707;0000;;;37;
220708;0000;;;21;
220709;0000;;;10;
220710;0000;;;12;
220711;0000;;;17;
220712;0000;;;22;
220713;0000;;;20;
220714;0000;;;11;
220715;0000;;;12;
220716;0000;;;18;
220717;0000;;;23;
220718;0000;;;32;
220719;0000;;;46;
220720;0000;;;37;
220721;0000;;;46;
220722;0000;;;46;
220723;0000;;;31;
220724;0000;;;18;
220725;0000;;;11;
220726;0000;;;23;
220727;0000;;;18;
220728;0000;;;25;
220729;0000;;;23;
220730;0000;;;21;
220731;0000;;;25;
220801;0000;;;25;
220802;0000;;;35;
220803;0000;;;33;
220804;0000;;;24;
220805;0000;;;25;
220806;0000;;;12;
220807;0000;;;11;
220808;0000;;;16;
220809;0000;;;30;
220810;0000;;;25;
220811;0000;;;32;
220812;0000;;;28;
220813;0000;;;35;
220814;0000;;;20;
220815;0000;;;19;
220816;0000;;;23;
220817;0000;;;13;
220818;0000;;;21;
220819;0000;;;25;
220820;0000;;;24;
220821;0000;;;20;
220822;0000;;;15;
220823;0000;;;24;
220824;0000;;;39;
220825;0000;;;29;
220826;0000;;;23;
220827;0000;;;28;
220828;0000;;;28;
220829;0000;;;12;
220830;0000;;;15;
220831;0000;;;14;
220901;0000;;;17;
220902;0000;;;26;
220903;0000;;;30;
220904;0000;;;25;
220905;0000;;;19;
220906;0000;;;13;
220907;0000;;;10;
220908;0000;;;9;
220909;0000;;;18;
220910;0000;;;16;
220911;0000;;;15;
220912;0000;;;15;
220913;0000;;;11;
220914;0000;;;22;
220915;0000;;;26;
220916;0000;;;15;
220917;0000;;;14;
220918;0000;;;9;
220919;0000;;;12;
220920;0000;;;8;
220921;0000;;;7;
220922;0000;;;11;
220923;0000;;;13;
220924;0000;;;10;
220925;0000;;;13;
220926;0000;;;11;
220927;0000;;;12;
220928;0000;;;12;
220929;0000;;;13;
220930;0000;;;13;
221001;0000;;;12;
221002;0000;;;14;
221003;0000;;;7;
221004;0000;;;9;
221005;0000;;;9;
221006;0000;;;11;
221007;0000;;;10;
221008;0000;;;14;
221009;0000;;;16;
221010;0000;;;13;
221011;0000;;;13;
221012;0000;;;16;
221013;0000;;;16;
221014;0000;;;21;
221015;0000;;;15;
221016;0000;;;14;
221017;0000;;;6;
221018;0000;;;4;
221019;0000;;;7;
221020;0000;;;13;
221021;0000;;;13;
221022;0000;;;13;
221023;0000;;;10;
221024;0000;;;8;
221025;0000;;;7;
221026;0000;;;8;
221027;0000;;;10;
221028;0000;;;11;
221029;0000;;;14;
221030;0000;;;16;
221031;0000;;;21;
221101;0000;;;15;
221102;0000;;;10;
221103;0000;;;12;
221104;0000;;;10;
221105;0000;;;9;
221106;0000;;;10;
221107;0000;;;10;
221108;0000;;;7;
221109;0000;;;6;
221110;0000;;;6;
221111;0000;;;4;
221112;0000;;;6;
221113;0000;;;6;
221114;0000;;;8;
221115;0000;;;11;
221116;0000;;;9;
221117;0000;;;11;
221118;0000;;;11;
221119;0000;;;13;
221120;0000;;;18;
221121;0000;;;19;
221122;0000;;;16;
221123;0000;;;7;
221124;0000;;;5;
221125;0000;;;5;
221126;0000;;;6;
221127;0000;;;7;
221128;0000;;;6;
221129;0000;;;5;
221130;0000;;;8;
221201;0000;;;11;
221202;0000;;;12;
221203;0000;;;11;
221204;0000;;;10;
221205;0000;;;11;
221206;0000;;;10;
221207;0000;;;8;
221208;0000;;;8;
221209;0000;;;6;
221210;0000;;;12;
221211;0000;;;21;
221212;0000;;;18;
221213;0000;;;15;
221214;0000;;;9;
221215;0000;;;17;
221216;0000;;;17;
221217;0000;;;12;
221218;0000;;;12;
221219;0000;;;10;
221220;0000;;;9;
221221;0000;;;8;
221222;0000;;;11;
221223;0000;;;15;
221224;0000;;;21;
221225;0000;;;14;
